Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
REMOVE_change_name;Change Your Name;Changement de nom;Namensänderung;;Cambiar tu nombre;;;;;;;;;
REMOVE_desc_change_name;Immigrants may have to change their name in order to get a job.;Les immigrés peuvent être contraints de changer de nom pour trouver un emploi.;Einwanderer müssen vielleicht ihren Namen ändern, um Arbeit zu finden.;;Puede que los inmigrantes tengan que cambiarse de apellido para poder conseguir un trabajo.;;;;;;;;;
REMOVE_own_home;Owning a Home;Être propriétaire d'un logement;Hausbesitz;;Poseer una casa;;;;;;;;;
REMOVE_desc_own_home;To own a house may do wonders for the assimilation of immigrants.;Le fait de posséder un logement peut faire des merveilles pour l'assimilation des immigrés.;Hausbesitz mag für die Assimilierung von Einwanderern Wunder wirken.;;Poseer una casa puede ser estupendo de cara a la integración de los inmigrantes.;;;;;;;;;
REMOVE_naturalization;Naturalization;Naturalisation;Einbürgerung;;Naturalización;;;;;;;;;
REMOVE_desc_naturalization;A couple of immigrants have become citizens of the country.;Quelques immigrés sont devenus citoyens du pays.;Eine Reihe von Einwanderern sind Bürger dieses Landes geworden.;;Un par de inmigrantes se han convertido en ciudadanos del país.;;;;;;;;;
REMOVE_advanced_naturalization;Advanced Naturalization;Naturalisation avancée;Fortgeschrittene Einbürgerung;;Naturalización avanzada;;;;;;;;;
REMOVE_desc_advanced_naturalization;Many immigrants have become citizens of the country.;De nombreux immigrés sont devenus citoyens du pays.;Viele Einwanderer sind Bürger dieses Landes geworden.;;Muchos inmigrantes se han convertido en ciudadanos del país.;;;;;;;;;
REMOVE_massive_naturalization;Massive Naturalizations;Naturalisations massives;Einbürgerungswelle;;Naturalizaciones masivas;;;;;;;;;
REMOVE_desc_massive_naturalization;All immigrants have become citizens of the country.;Tous les immigrés sont devenus citoyens du pays.;Alle Einwanderer sind Bürger dieses Landes geworden.;;Todos los inmigrantes se han convertido en ciudadanos del país.;;;;;;;;;
REMOVE_denaturalization;Denaturalization;Dénaturalisation;Ausbürgerung;;Desnaturalización;;;;;;;;;
REMOVE_desc_denaturalization;An immigrant in $COUNTRY$ have been deprived of his citizenship.;Un immigr?originaire de $COUNTRY$ a ét?déposséd?de sa citoyennet?;Einem Einwanderer in $COUNTRY$ wurde seine Staatsbürgerschaft aberkannt.;;Un inmigrante de $COUNTRY$ ha sido privado de su ciudadanía.;;;;;;;;;
REMOVE_segregation;Segregation;Ségrégation;Segregation;;Segregación;;;;;;;;;
REMOVE_desc_segregation;Segregation between foreigners and citizens have caused discontent.;La ségrégation entre étrangers et citoyens est source de mécontentement.;Segregation zwischen Ausländern und Bürgern hat zu Unzufriedenheit geführt.;;La segregación entre ciudadanos y extranjeros ha causado descontento.;;;;;;;;;
REMOVE_ghetto;Ghetto;Ghetto;Ghetto;;Gueto;;;;;;;;;
REMOVE_desc_ghetto;Ghettos are filled to the brim with immigrants and minorities of various kinds.;Les ghettos débordent d'immigrés et de minorités diverses.;Die Ghettos sind randvoll mit Einwanderern und Minderheiten der verschiedensten Art.;;Los guetos están llenos hasta arriba de inmigrantes y minorías de diversos tipos.;;;;;;;;;
REMOVE_diaspora;Diaspora;Diaspora;Diaspora;;Diáspora;;;;;;;;;
REMOVE_desc_diaspora;A diaspora have been created.;Des immigrés ont créé une diaspora.;Ein Diaspora wurde gegründet.;;Se ha formado una diáspora.;;;;;;;;;
REMOVE_no_diaspora;No Diaspora;Pas de diaspora;Keine Diaspora;;No hay diáspora;;;;;;;;;
REMOVE_desc_no_diaspora;The immigrants were not allowed to create a diaspora.;Les immigrés n'ont pas ét?autorisés ?créer une diaspora.;Die Einwohner durften keine Diaspora gründen.;;A los inmigrantes no se les ha permitido formar una diáspora.;;;;;;;;;
REMOVE_anarchist_exclusion;Anarchist Exclusion Act;L'acte de l'exclusion des anarchistes;Anarchist Exclusion Act;;Acta de Exclusión Anarquista;;;;;;;;;
REMOVE_desc_anarchist_exclusion;The Anarchist Exclusion Act enables immigrants to be deported if they subscribe to anarchist ideas.;L'Anarchist Exclusion Act interdit l'entrée du territoire aux migrants suspectés d'opinion anarchiste.;Der Anarchist Exclusion Act erlaubt die Ausweisung von Einwanderern, wenn sie sich anarchistischen Ideen verschrieben haben.;;El Acta de Exclusión Anarquista permite la deportación de inmigrantes si albergan ideas anarquistas.;;;;;;;;;
government_sanitarium;Sanitarium;Sanatorium;Sanitarium;;Sanatorio;;;;;;;;;
desc_government_sanitarium;The Government operates a sanitarium for tuberculosis patients in this province.;Le gouvernement met un sanatorium ?la disposition des tuberculeux de cette province.;Die Regierung betreibt ein Sanitarium für Tuberkulosepatienten in dieser Provinz.;;El gobierno gestiona un sanatorio para tuberculosos en esta provincia.;;;;;;;;;
REMOVE_colonial_crash;Colonial Crash;Débâcle coloniale;Kolonialer Zusammenbruch;;Derrumbe colonial;;;;;;;;;
REMOVE_desc_colonial_crash;The natives are fighting for justice.;La population locale se bat pour plus de justice.;Die Eingeborenen kämpfen für Gerechtigkeit.;;Los nativos luchan por la justicia.;;;;;;;;;
REMOVE_enraged_soldiers;Enraged Soldiers;Soldats furieux;Wütende Soldaten;;Soldados enfurecidos;;;;;;;;;
REMOVE_desc_enraged_soldiers;Enraged soldiers roam the colony.;Des soldats furieux parcourent la colonie.;Wütende Soldaten ziehen durch die Kolonie.;;Soldados enfurecidos campan por la colonia.;;;;;;;;;
REMOVE_unsatisfied_soldiers;Unsatisfied Soldiers;Soldats mécontents;Unzufriedene Soldaten;;Soldados insatisfechos;;;;;;;;;
REMOVE_desc_unsatisfied_soldiers;The soldiers are unsatisfied.;Les soldats sont mécontents.;Die Soldaten sind unzufrieden.;;Los soldados están insatisfechos.;;;;;;;;;
REMOVE_satisified_soldiers;Satisified Soldiers;Soldats satisfaits;Zufriedene Soldaten;;Soldados satisfechos;;;;;;;;;
REMOVE_desc_satisified_soldiers;The soldiers are satisfied.;Les soldats sont satisfaits.;Die Soldaten sind zufrieden.;;Los soldados están satisfechos.;;;;;;;;;
REMOVE_colony_rebellion;Colony Rebellion;Rébellion de la colonie;Kolonieaufstand;;Rebelión colonial;;;;;;;;;
REMOVE_desc_colony_rebellion;The colony rebels against you.;La colonie se rebelle contre vous.;Die Kolonie rebelliert gegen Sie.;;La colonia se rebela contra ti.;;;;;;;;;
REMOVE_retaliation_colony;Retaliation;Riposte;Vergeltung;;Represalia;;;;;;;;;
REMOVE_desc_retaliation;You have the opportunity to retaliate against the rebellions.;Vous avez la possibilit?de riposter contre les rébellions.;Sie haben die Gelegenheit, gegen die Rebellionen Vergeltung zu üben.;;Tienes la oportunidad de tomar represalias contra los rebeldes.;;;;;;;;;
REMOVE_secret_organization;Secret Organization;Organisation secrète;Geheimorganisation;;Organización secreta;;;;;;;;;
REMOVE_desc_secret_organization;Your colony has a secret organisation which seem to plan a revolt.;Votre colonie abrite une organisation secrète qui semble préparer une révolte.;Ihre Kolonie hat eine Geheimorganisation, die eine Revolte zu planen scheint.;;Tu colonia tiene una organización secreta que planea rebelarse.;;;;;;;;;
REMOVE_rebel_meeting;Rebel Meeting;Réunion de rebelles;Rebellentreffen;;Mitin rebelde;;;;;;;;;
REMOVE_desc_rebel_meeting;A rebel meeting in the colony have upset the residents.;Une réunion de rebelles a perturb?les habitants de la colonie.;Ein Rebellentreffen in der Kolonie hat die Anwohner aufgebracht.;;Un mitin rebelde en la colonia ha molestado a los residentes.;;;;;;;;;
REMOVE_anti_propaganda;Anti Propaganda;Antipropagande;Antipropaganda;;Propaganda adversa;;;;;;;;;
REMOVE_desc_anti_propaganda;You handled the criticism great.;Vous avez bien gér?la critique.;Sie sind mit der Kritik großartig umgegangen.;;Has manejado estupendamente las críticas.;;;;;;;;;
REMOVE_colony_propaganda;Colony Propaganda;Propagande coloniale;Koloniepropaganda;;Propaganda colonial;;;;;;;;;
REMOVE_desc_colony_propaganda;Reports from witnesses have made other countries criticise how you handled the situation in your colony.;Sur la foi de témoignages, certains pays critiquent la façon dont vous gérez la situation dans votre colonie.;Augenzeugenberichte führten zu Kritik anderer Länder an Ihrem Umgang mit der Situation in Ihrer Kolonie.;;Los informes de los testigos han hecho que los otros países critiquen la forma en la que has llevado la situación en la colonia.;;;;;;;;;
REMOVE_colonial_war;Colonial War;Guerre coloniale;Kolonialkrieg;;Guerra colonial;;;;;;;;;
REMOVE_desc_colonial_war;A colonial war have broken out.;Une guerre coloniale a éclat?;Ein Kolonialkrieg ist ausgebrochen.;;Ha estallado una guerra colonial.;;;;;;;;;
REMOVE_court_martial;Court Martial;Tribunal militaire;Kriegsgericht;;Consejo de guerra;;;;;;;;;
REMOVE_desc_court_martial;A court-martial have been held.;Un procès a eu lieu devant un tribunal militaire.;Ein Kriegsgericht wurde abgehalten.;;Se ha celebrado un consejo de guerra.;;;;;;;;;
REMOVE_prison_break;Prison Break;Évasion;Gefängnisausbruch;;Fuga;;;;;;;;;
REMOVE_desc_prison_break;Prisoners have managed to flee from prison.;Des prisonniers ont réussi ?s'évader.;Insassen sind aus dem Gefängnis ausgebrochen.;;Unos prisioneros han logrado evadirse de la cárcel.;;;;;;;;;
REMOVE_rescue_helpless;Rescuing the Helpless;Sauvetage de personnes sans défense;Rettung der Hilfsbedürftigen;;Rescate de desamparados;;;;;;;;;
REMOVE_desc_rescue_helpless;Soldiers have rescued the helpless.;Des soldats ont secouru des personnes sans défense.;Soldaten haben die Hilfsbedürftigen gerettet.;;Los soldados han rescatado a los desamparados.;;;;;;;;;
REMOVE_quench_rebels;Quench the Rebels;Mater les rebelles;Zerquetscht die Rebellen;;Aplastar a los rebeldes;;;;;;;;;
REMOVE_desc_quench_rebels;More military can be deployed to quench the last of the wildfires.;D'autres militaires peuvent être déployés pour éteindre le dernier foyer.;Wir können mehr Soldaten einsetzen, um die Reste der Rebellion niederzuringen.;;Es posible desplegar más unidades militares para apagar las últimas llamas de la insurgencia.;;;;;;;;;
REMOVE_eliminate_rebels;Eliminating the Rebels;Élimination des rebelles;Eliminierung der Rebellen;;Eliminar a los rebeldes;;;;;;;;;
REMOVE_desc_eliminate_rebels;You have dealt with nearly all rebels, just a few remains.;Vous avez élimin?presque tous les rebelles. Il n'en reste plus que quelques-uns.;Sie haben fast alle Rebellen niedergerungen - nur noch wenige sind übrig.;;Ya te has encargado de casi todos los rebeldes, solo quedan unos pocos.;;;;;;;;;
REMOVE_rebel_workers;Rebelling Workers;Ouvriers rebelles;Rebellierende Arbeiter;;Trabajadores rebeldes;;;;;;;;;
REMOVE_desc_rebel_workers;Rebelling workers complain about the low security levels;Des ouvriers rebelles se plaignent du manque de sécurit?;Rebellierende Arbeiter beschweren sich über die mangelnde Sicherheit.;;Los trabajadores rebeldes se quejan de las escasas medidas de seguridad.;;;;;;;;;
REMOVE_rebel_slaves;Rebelling Slaves;Esclaves rebelles;Rebellierende Sklaven;;Esclavos rebeldes;;;;;;;;;
REMOVE_desc_rebel_slaves;Slaves in $PROVINCENAME$ are rebelling;Des esclaves de $PROVINCENAME$ se rebellent.;Sklaven in $PROVINCENAME$ rebellieren.;;Los esclavos de $PROVINCENAME$ se están rebelando.;;;;;;;;;
REMOVE_protest_religion;Protesting Against Religion;Protestation contre la religion;Proteste gegen Religion;;Protesta antirreligiosa;;;;;;;;;
REMOVE_desc_protest_religion;The inhabitants of the colony protests against the missionaries.;Les habitants de la colonie protestent contre les missionnaires.;Die Einwohner der Kolonie protestieren gegen die Missionare.;;Los habitantes de la colonia protestan contra los misioneros.;;;;;;;;;
REMOVE_measles_disease;Measles;Rougeole;Masern;;Sarampión;;;;;;;;;
REMOVE_desc_measles_disease;Measles are killing your residents;La rougeole tue votre population.;Ihre Anwohner fallen den Masern zum Opfer;;El sarampión esta aniquilando a tus habitantes.;;;;;;;;;
REMOVE_vote_right;Right to Vote;Droit de vote;Wahlrecht;;Derecho al voto;;;;;;;;;
REMOVE_desc_vote_right;A solution to the Women's Suffrage might be near.;Les femmes pourraient bientôt obtenir le droit de vote.;Eine Lösung für die Forderungen der Frauenbewegung scheint in greifbarer Nähe.;;Podría faltar poco para conseguir una solución para el sufragio de las mujeres.;;;;;;;;;
germania_werft;The Germaniawerft;L'arsenal Germania;Die Germaniawerft;;El Germaniawerft;;;;;;;;;
germania_werft_desc;Ships steam out of the drydock in Kiel at an amazing rate, thanks to the Krupp family's Germaniawerft.;Les bateaux ?vapeur sortent de la cale sèche de Kiel ?un rythme effrén?grâce ?l'arsenal Germania de la famille Krupp.;Im Trockendock in Kiel werden Schiffe dank der Germaniawerft der Familie Krupp mit erstaunlicher Geschwindigkeit gebaut.;;Los barcos salen de los diques secos de Kiel a un ritmo increíble, gracias al astillero Germaniawerft de la familia Krupp.;;;;;;;;;
REMOVE_EVTDESC1002;Anarcho-Liberals are campaigning on the streets: 'Instead of the state controlling the law enforcement, the courts and the national defence, the different law systems should be provided by voluntarily-founded private competitors. Money should be privately and competitively provided in an open market and personal and economic activities should be regulated by the natural laws of the market and through private law rather than through politics.'\n\nAnarcho-Liberals try to get their voices heard among the other politicians in the country.;Les anarcho-libéraux font campagne dans les rues "au lieu de l'Etat le contrôle de la police, des tribunaux et de la défense nationale, les différents systèmes de lois, devraient être fournis par des concurrents privés. L'argent devrait être priv?et la concurrence prévue dans un march?ouvert et les activités personnelles et économiques devrait être régies par les lois naturelles du march?et par le droit priv?plutôt que par la politique".\n\n Les Anarcho-libéraux tentent de faire entendre leur voix parmi les autres hommes politiques du pays.;Anarcho-Liberale ziehen durch die Straßen: 'Anstatt dass der Staat die Polizei, die Gerichte und die nationale Verteidigung kontrolliert, sollten die verschiedenen Gesetzessysteme eher mit freiwilligen, privaten Mitbewerbern besetzt werden. Geld sollte privat und im freien Wettbewerb auf einem offenen Markt angeboten werden, und persönliche sowie wirtschaftliche Aktivitäten sollten statt durch Politik durch die natürlichen Marktgesetze und durch Privatgesetze reguliert werden.'\n\nAnarcho-Liberale versuchen, ihre Meinung neben der der anderen Politiker des Landes geltend zu machen.;;Los anarcoliberales están en plena campaña en las calles: 'En lugar de un estado que controle a las fuerzas policiales, los tribunales y la defensa nacional, deberíamos tener diversos competidores, financiados de forma voluntaria, que proporcionasen diferentes sistemas legales. El dinero lo debería proporcionar de forma privada y competitiva un mercado abierto que regulase las diferentes actividades personales y económicas mediante sus leyes naturales y en base a normas privadas en lugar de normas políticas'.\n\nLos anarcoliberales intentan que su voz sea escuchada entre las de los demás políticos del país.;;;;;;;;;
# Crime and Corruption Buildings;;;;;;;;;;;;;;
REMOVE_EVTNAME2000;Institutional Community;Communaut?institutionnelle;Institutionale Gemeinde;;Comunidad institucional;;;;;;;;;
REMOVE_EVTDESC2000;The immigrants arrived in their new country and began searching for a place to call their own. Together, they tried to create a institutional community but needed permission to do so. Since few of the newly arrived immigrants knew the language of the new country, they hired a dragoman who helped them formulate a document, a humble plea for the construction of their community.;Les immigrants sont arrivés dans leur nouveau pays et ont commenc??chercher un endroit bien ?eux. Ensemble, ils ont essay?de créer une communaut?institutionnelle, mais ils devaient obtenir la permission de le faire. Depuis quelques temps, les immigrants nouvellement arrivés apprennent la langue du nouveau pays, et ils ont engag?un traducteur qui a aid??formuler un document, un humble appel ?la construction de leur communaut?;Die Einwanderer trafen in ihrem neuen Land ein und begannen sogleich, nach einem Heim zu suchen. Zusammen versuchten sie, eine institutionale Gemeinde zu schaffen, brauchten dazu aber Erlaubnis. Da nur wenige der neuen Einwanderer die Sprache der neuen Heimat beherrschten, stellten sie einen Übersetzer ein, der ihnen bei der Formulierung eines Dokuments half, einer bescheidenen Bitte um den Bau ihrer Gemeinde.;;Los inmigrantes llegaron a su nuevo país y empezaron a buscar un sitio a que pudieran considerar suyo. Juntos, intentaron crear una comunidad institucional, pero necesitaban permiso para ello. Ya que no hay muchos de los recién llegados que conozcan el lenguaje del nuevo país, contrataron a un intérprete que los ayud?a formular un documento que sirviese de humilde solicitud para la construcción de su comunidad.;;;;;;;;;
REMOVE_EVTOPTB2000;Too much trouble. No community.;Trop d'ennuis. Pas de communaut?;Lasst sie ihre Gemeinde bauen.;;Demasiadas molestias. No a la comunidad institucional.;;;;;;;;;
REMOVE_EVTOPTA2000;Let them build their community.;Laissons-les bâtir leur communaut?;Zu viele Umstände. Keine Gemeinde.;;Que construyan su comunidad.;;;;;;;;;
EVTNAME2010;Employment for Immigrants;Du travail pour les immigrés;Arbeit für Einwanderer;;Empleo para inmigrantes;;;;;;;;;
EVTDESC2010;It has been twenty days. Twenty days without work, without money, without any chance to feed or clothe my family. Twenty days... Twenty days is an eternity when you have to rummage through the garbage to find something to eat. I don't want to beg, I don't want to steal, but twenty days without work...'\n\nFew immigrants, who left their country to live and work in your country, are able to find work.;Vingt jours sans travail, sans argent, sans aucune chance de se nourrir ou de vêtir ma famille. Vingt jours... Vingt jours sont une éternit?quand vous avez ?fouiller dans les poubelles pour trouver quelque chose ?manger. Je ne veux pas prier, je ne veux pas voler, mais vingt jours de travail...\n\n Peu d'immigrants, qui ont quitt?leur pays pour vivre et travailler dans votre pays, sont en mesure de trouver du travail.;Es sind schon 20 Tage vergangen. 20 Tage ohne Arbeit, ohne Geld, ohne eine Möglichkeit, meine Familie zu ernähren oder zu kleiden. 20 Tage ... 20 Tage sind eine Ewigkeit, wenn man die Mülltonnen nach Essbarem durchsuchen muss. Ich will nicht betteln oder stehlen, aber 20 Tage ohne Arbeit ...'\n\nWenige Einwanderer, die ihr Land verließen, um in Ihrem Land zu leben und zu arbeiten, finden tatsächlich Arbeit.';;Han pasado veinte días. Veinte días sin trabajo, sin dinero, sin posibilidad alguna de alimentar o vestir a mi familia. Veinte días... Veinte días es una eternidad cuando tienes que buscar en la basura para encontrar algo para comer. No quiero mendigar, no quiero robar, pero veinte días sin trabajar...\n\nPocos de los inmigrantes que dejaron su país para vivir y trabajar en el tuyo han podido encontrar trabajo.;;;;;;;;;
EVTOPTA2010;Ignore them.;Les ignorer.;Ignoriert sie.;;Ignoradlos.;;;;;;;;;
EVTOPTB2010;Encourage local business to employ;Leur donner du travail.;Gebt ihnen Arbeit.;;Animad a los negocios para que les den empleo.;;;;;;;;;
REMOVE_EVTNAME2020;Intermarriage;Mariage mixte;Mischehen;;Matrimonio interracial;;;;;;;;;
REMOVE_EVTDESC2020;Her eyes shone as her husband danced the first dance with her. Ignoring the murmurs and whispers, the sneers and leers, she smiled at her husband, with his dark skin and white teeth. The society was appalled by the marriage between a dark-skinned man and a white upper-class lady, but the young couple did not care.';Ses yeux brillaient quand son mari a dans?la première danse avec elle. Ignorant les chuchotements et les murmures, les ricanements et les regards, elle sourit ?son mari, avec sa peau sombre et ses dents blanches. La sociét?a ét?consternée par le mariage entre un homme ?la peau foncée et une dame blanche de la classe supérieure, mais le jeune couple ne se souciait pas.;Ihr Augen glänzten, als ihr Gatte den ersten Tanz mit ihr tanzte. Sie ignorierte das Gemurmel, das Flüstern, die Blicke und die Grimassen, und lächelte ihren Gatten mit seiner dunklen Haut und seinen weißen Zähnen an. Die Gesellschaft war schockiert ob der Ehezwischen zwischen einem dunkelhäutigen Mann und einer Dame der Oberklasse, aber das junge Paar kümmerte sich nicht darum.';;Sus ojos brillaban mientras bailaba por primera vez con su marido. Ignorando los murmullos y los susurros, las muecas de desprecio y las miradas maliciosas, sonri?a su marido, con su piel oscura y sus blancos dientes. La sociedad estaba aturdida por el matrimonio entre un hombre de piel oscura y una mujer blanca de clase alta, pero a la joven pareja no le importaba.;;;;;;;;;
REMOVE_EVTOPTA2020;I wish them good luck.;Je leur souhaite bonne chance.;Ich wünsche ihnen alles Gute.;;Les deseo buena suerte.;;;;;;;;;
REMOVE_EVTOPTB2020;I'm shocked!;Cela me choque !;Ich bin schockiert!;;¡Qu?escándalo!;;;;;;;;;
EVTNAME2030;Change Your Name;Changement de nom;Namensänderung;;Cambiar tu nombre;;;;;;;;;
EVTDESC2030;Anja Yesi-whatnow?'\n'Aniya Yezierska. Is my name unpronounceable?'\n'Kind of. Would you like to change it? It could be difficult for you to get a job otherwise.'\n\nUnpronounceable names and strange spellings could cause trouble for job-seeking immigrants.;Anja Yesi-whatnow ? \n Aniya Yezierska. Mon nom est imprononçable ? \n "En quelques sortes". Souhaitez-vous le changer ? Il pourrait être difficile pour vous de trouver un emploi ailleurs.\n\n Les noms étranges, imprononçables et avec une drôle d'orthographe pourraient causer des ennuis ?la recherche d'emploi des immigrants.;Anja Yesi-was?'\n'Aniya Yezierska. Ist mein Name unaussprechbar?'\n'Irgendwie schon. Möchten Sie ihn ändern? Es kann sonst schwierig für Sie sein, Arbeit zu finden.'\n\nUnaussprechliche Namen und merkwürdige Buchstabierungen können für arbeitsuchende Einwanderer Ärger bedeuten;;¿Anja Yesi-qu?\n'Aniya Yezierska. ¿Es que mi nombre es impronunciable?'\n'Bastante. ¿Querrías cambiarlo? De otro modo, te costar?encontrar trabajo.'\n\nLos nombres impronunciables y difíciles de deletrear pueden causar problemas a los inmigrantes en busca de trabajo.;;;;;;;;;
EVTOPTA2030;Change to Anja Jessek';Remplacer par Anja Jessek; Ändern zu Anja Jessek';;Cambiadlo a Anja Jessek;;;;;;;;;
EVTOPTB2030;I will keep Aniya Yezierska';Je vais conserver Aniya Yezierska;Ich behalte Aniya Yezierska';;Mantendr?Aniya Yezierska.;;;;;;;;;
EVTNAME2040;Owning a Home;Être propriétaire d'un logement;Hausbesitz;;Poseer una casa;;;;;;;;;
EVTDESC2040;The many immigrants who have arrived in the country have created a demand for housing. The construction of new homes must be speeded up when reports show that many immigrants share housing with up to ten or twenty people. This is a minor disaster as this could create epidemics, revolts and other disturbances.;Le nombre d'immigrants qui sont arrivés dans le pays a créé une forte demande pour le logement. La construction de nouveaux logements doit être accélérée car les rapports montrent que de nombreux immigrants partagent un logement avec un maximum de dix ou vingt personnes. Il s'agit d'un désastre mineur, car cela pourrait créer des épidémies, des révoltes et d'autres perturbations.;Die vielen ins Land strömenden Einwanderer haben einen Bauboom ausgelöst. Der Bau neuer Häuser muss beschleunigt werden, da Berichten zufolge viele Einwanderer sich zu zehnt oder zwanzigst ein Haus teilen. Dies ist eine kleine Katastrophe, da diese Umstände zu Epidemien, Revolten und anderen Unannehmlichkeiten führen könnten.;;Los muchos inmigrantes que han llegado al país han generado una demanda de alojamiento. La construcción de nuevas casas tiene que acelerarse. Los informes muestran que muchos inmigrantes comparten casa con grupos de entre diez y veinte personas. Se trata de un pequeño desastre que puede generar epidemias, revueltas y otras molestias.;;;;;;;;;
EVTOPTA2040;Let us speed this up.;Accélérons les choses.;Beschleunigen wir es.;;Vamos a acelerar esto.;;;;;;;;;
EVTOPTB2040;No need to hurry.;Inutile de se dépêcher.;Kein Grund zur Eile.;;No hay que darse prisa.;;;;;;;;;
REMOVE_EVTNAME2050;Naturalization;Naturalisation;Einbürgerung;;Naturalización;;;;;;;;;
REMOVE_EVTDESC2050;It's been five years since the first immigrants came to this country. After these five years, immigrants can apply for membership in the country, become real citizens and not have to be called aliens any more.;Les premiers immigrés du pays sont arrivés il y a cinq ans. Au bout de cette période de cinq ans, les immigrés peuvent souhaiter être membres ?part entière du pays, devenir de vrais citoyens et ne plus être traités d'étrangers.;Vor fünf Jahren kamen die ersten Einwanderer in dieses Land. Nach diesen fünf Jahren können Einwanderer die Einbürgerung ins Land beantragen, echte Staatsangehörige werden und brauchen nicht mehr Fremde genannt werden.;;Hace cinco años que llegaron los primeros inmigrantes a este país. Tras estos cinco años, los inmigrantes pueden solicitar la ciudadanía del país, para ser miembros de pleno derecho y no tener que ser considerados extranjeros nunca más.;;;;;;;;;
REMOVE_EVTOPTA2050;Give them citizenship.;Leur accorder la citoyennet?;Gebt ihnen Staatsbürgerschaft.;;Dadles la ciudadanía.;;;;;;;;;
REMOVE_EVTOPTB2050;Just a few more years...;Encore quelques années...;Nur noch ein paar Jahre mehr ...;;Solo unos años más.;;;;;;;;;
REMOVE_EVTNAME2060;Advanced Naturalization;Naturalisation avancée;Schnellere Einbürgerung;;Naturalización avanzada;;;;;;;;;
REMOVE_EVTDESC2060;Five years living in the country, passing the Life in $COUNTRY$ test, speaks the language nearly perfect and married to a wonderful, native woman... You do qualify for a citizenship. Congratulations! Now you only need to sign here and here...'\nMore specified rules for aliens to become citizens don't seem to stop them.;Cinq ans de vie dans le pays, passer le test ‘Vivre en $COUNTRY$? parler la langue couramment, et être mari??une autochtone... Vous venez d’acquérir notre nationalit? Félicitations ! A présent veuillez signer ?cet endroit, puis encore ici...\n Des règles tatillonnes et sévères pour obtenir une pleine citoyennet?ne semblent pas arrêter les étrangers.;Nach fünf Jahren im Land besteht er den Test Leben in $COUNTRY$, spricht die Sprache nahezu perfekt und ist mit einer sehr netten Eingeborenen verheiratet ... Sie sind für die Staatsbürgerschaft qualifiziert. Glückwünsche! Nun müssen Sie nur noch hier und hier unterschreiben...'\nImmer spezieller werdende Regeln für die Einbürgerung Fremder scheinen sie nicht zu stoppen.;;Tras cinco años viviendo en $COUNTRY$, hablas el idioma nativa casi a la perfección y te has casado con una mujer nativa maravillosa... Cumples los requisitos para la ciudadanía. ¡Felicidades! Ahora solo has de firmar aqu?..\nEl hecho de que las reglas para obtener la ciudadanía sean más específicas, no parece detener a los inmigrantes.;;;;;;;;;
REMOVE_EVTOPTA2060;Good.;Bien.;Gut.;;Bien.;;;;;;;;;
REMOVE_EVTOPTB2060;Irritating.;Agaçant.;Irritierend.;;Irritante.;;;;;;;;;
REMOVE_EVTNAME2070;Massive Naturalizations;Naturalisations massives;Massive Einbürgerungen;;Naturalizaciones masivas;;;;;;;;;
REMOVE_EVTDESC2070;Immigrants arriving to $PROVINCENAME$ have fled from a tyrant and need to be assimilated into the country as soon as possible. A proposal for comprehensive naturalization has been approved and the country welcomes immigrants with open arms.;Des immigrants qui arrivent en $PROVINCENAME$ ont fui un tyran et ont besoin d'être assimilés au pays le plus rapidement possible. Une proposition de naturalisation massive a ét?approuvée et le pays accueille les immigrants les bras ouverts.;Einwanderer in $PROVINCENAME$ sind vor einem Tyrannen geflohen und müssen schnellstmöglich ins Land assimiliert werden. Ein Vorschlag auf umfassende Einbürgerung wurde genehmigt, und das Land heißt Einwanderer mit offenen Armen willkommen.;;Los inmigrantes llegados a $PROVINCENAME$ han huido de una tiranía y necesitan ser asimilados en el país lo antes posible. Se ha aprobado una propuesta de naturalización general y el país recibe a los inmigrantes con los brazos abiertos.;;;;;;;;;
REMOVE_EVTOPTA2070;Okay.;D'accord.;Okay.;;Muy bien.;;;;;;;;;
REMOVE_EVTNAME2080;Denaturalization;Dénaturalisation;Ausbürgerung;;Desnaturalización;;;;;;;;;
